Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.048,4,0.2,3.14,3/29/2024 13:00
Same Day,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,17.496,9,0.6,-7.4358,3/10/2023 15:48
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,7/26/2023 4:41
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,10.776,3,0.2,3.3675,2/22/2023 2:11
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1,0.2,1.0738,8/29/2023 7:04
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,35.48,1,0,0,11/27/2023 9:22
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3,0,16.1868,10/19/2025 15:50
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Machines,629.93,7,0,296.0671,9/14/2023 3:25
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,79.056,9,0.2,28.6578,7/30/2023 19:48
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Storage,232.55,5,0,9.302,8/27/2024 6:41
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Technology,Accessories,99.98,2,0,42.9914,3/30/2025 20:49
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,19.44,3,0,9.3312,11/10/2025 8:22
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,12.96,2,0,6.3504,4/22/2024 3:27
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Tables,464.292,9,0.4,-108.3348,4/3/2025 3:31
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,68.46,7,0,31.4916,8/1/2025 5:33
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Machines,2799.96,4,0,1371.9804,2/12/2024 18:38
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,601.3,2,0,198.429,6/18/2023 23:30
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,16.99,1,0,4.4174,7/23/2025 21:13
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,287.97,3,0,80.6316,9/13/2023 19:24
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,44.82,9,0,21.0654,5/23/2023 17:05
Standard Class,Corporate,United States,Anaheim,California,92804,West,Furniture,Furnishings,101.12,8,0,37.4144,12/17/2023 23:01
Standard Class,Consumer,United States,Deltona,Florida,32725,South,Technology,Phones,107.976,3,0.2,37.7916,11/3/2024 13:14
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,58.73,7,0,14.6825,6/19/2023 17:35
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,93.344,4,0.2,32.6704,11/18/2025 0:54
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,17.05,5,0,8.184,7/1/2024 13:21
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,8.096,2,0.2,2.7324,2/2/2025 9:19
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,30.36,4,0,13.0548,12/11/2025 22:46
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3,0,10.9698,9/17/2023 0:17
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Paper,51.55,5,0,24.2285,9/25/2024 11:10
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,119.9,2,0,43.164,4/4/2024 13:21
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1317.492,6,0.1,292.776,10/11/2025 7:51
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Supplies,63.84,8,0,18.5136,9/6/2023 5:16
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.592,1,0.2,1.1225,10/16/2024 23:01
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,86.26,2,0,29.3284,2/17/2024 17:17
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,139.04,4,0,38.9312,8/20/2023 12:05
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,46.8,4,0,16.38,7/29/2023 8:40
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,Furnishings,8.544,4,0.2,1.9224,7/29/2023 23:08
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,Chairs,842.376,3,0.2,105.297,10/16/2025 5:14
Same Day,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,1214.85,3,0,352.3065,7/19/2023 9:39
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,67.78,2,0,16.945,4/4/2024 4:35
First Class,Corporate,United States,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5,0,10.374,12/23/2025 7:12
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.2,0.84,8/13/2024 9:53
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.6,3,0,2.904,6/23/2023 4:31
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,28.4,4,0,13.064,1/7/2023 21:02
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Furniture,Furnishings,212.94,3,0,34.0704,11/9/2025 1:59
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,1001.584,2,0.2,125.198,11/23/2023 11:44
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,569.058,3,0.3,-178.8468,7/19/2025 11:04
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.224,2,0.6,-10.3124,6/5/2024 17:59
Second Class,Corporate,United States,Peoria,Arizona,85345,West,Technology,Phones,105.584,2,0.2,9.2386,11/13/2023 16:06
Second Class,Corporate,United States,Peoria,Arizona,85345,West,Technology,Phones,68.72,2,0.2,-14.603,9/17/2023 2:32
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Bookcases,1367.84,8,0,259.8896,10/29/2025 6:09
Second Class,Consumer,United States,Taylor,Michigan,48180,Central,Furniture,Chairs,301.96,2,0,33.2156,4/4/2025 19:02
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,170.352,3,0.2,-17.0352,11/19/2024 22:03
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2,0,1.521,10/17/2024 21:35
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,12.84,3,0,5.778,3/21/2024 3:36
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,15.84,3,0,7.128,1/28/2024 3:28
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Furniture,Chairs,563.94,3,0,112.788,6/18/2023 1:51
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,62.94,3,0,11.9586,4/21/2023 11:48
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,535.41,3,0,160.623,5/26/2024 14:40
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,3504.9,5,0,700.98,2/16/2024 8:22
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,144.12,3,0,69.1776,11/29/2024 22:50
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,314.55,3,0,150.984,6/30/2025 11:21
First Class,Corporate,United States,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.2,0.8946,5/2/2025 17:12
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,2.072,2,0.8,-3.5224,12/26/2024 14:42
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Furniture,Bookcases,328.3992,3,0.32,-91.7586,5/17/2024 19:11
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,53.248,2,0.2,19.968,1/5/2023 21:43
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,4.992,3,0.2,1.6848,2/23/2024 10:00
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,37.68,2,0,15.8256,6/30/2025 2:49
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,258.576,2,0.2,19.3932,9/14/2023 12:25
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,75.84,2,0,29.5776,9/12/2023 20:30
First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,45.36,7,0,21.7728,8/12/2023 0:41
First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Binders,45.78,3,0,22.89,5/21/2024 4:37
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3,0,10.0725,11/28/2024 0:18
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,38.71,7,0,17.8066,6/1/2025 18:17
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,1801.632,6,0.2,-337.806,7/4/2024 14:31
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,748.752,8,0.4,-162.2296,7/11/2025 16:52
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,199.96,4,0,15.9968,10/26/2025 23:21
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Chairs,1516.2,7,0,394.212,7/19/2025 7:47
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Technology,Accessories,167.952,6,0.2,-27.2922,5/10/2025 15:08
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,45.04,2,0.2,4.504,2/27/2025 14:47
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,23.16,2,0,11.58,11/30/2025 5:32
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Furniture,Furnishings,397.6,5,0,43.736,5/16/2025 17:24
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,85.96,7,0,40.4012,3/17/2024 4:05
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,13.12,4,0,4.3296,10/5/2024 7:43
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,45.66,3,0,22.3734,6/3/2024 5:38
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Envelopes,158.13,3,0,77.4837,11/16/2025 23:57
Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,43.6,5,0.2,4.36,5/3/2023 14:23
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Supplies,3930.072,3,0.2,-786.0144,2/10/2023 8:19
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,2.304,1,0.2,0.7776,12/24/2025 20:38
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Phones,431.976,3,0.2,32.3982,7/15/2023 18:22
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Accessories,41.72,7,0.2,5.7365,6/18/2025 10:49
Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,104.23,7,0,28.1421,4/1/2025 22:25
Standard Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,70.26,3,0,18.9702,12/1/2023 14:00
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.26,2,0,3.0558,12/17/2024 4:03
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,0,4.2392,7/28/2025 1:54
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,1.24,1,0,0.5828,3/17/2024 5:37
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,0,9.936,12/17/2025 2:47
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,0,14.161,2/7/2024 11:48
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,0,12.7746,2/2/2025 8:55
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,0,120.9468,11/27/2024 0:26
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0,9.8901,4/21/2024 23:52
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,51.45,3,0,13.8915,6/27/2024 9:02
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,7.83,3,0,3.6018,4/3/2023 14:53
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,35.4,5,0,13.452,12/23/2025 7:43
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,29.9,5,0,13.455,5/15/2024 2:05
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0,8.2156,2/27/2025 18:44
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,79.14,3,0,36.4044,9/22/2025 19:59
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0,4.2,11/6/2024 17:53
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,0,134.5302,12/19/2025 3:05
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0,57.4938,9/21/2023 17:27
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0,197.9208,3/29/2025 10:08
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,0,2.299,8/12/2024 1:03
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,0,20.7312,10/21/2023 7:35
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,0,79.8912,1/13/2024 13:52
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,0.2,12.796,7/22/2023 11:11
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968,2/3/2024 6:50
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,0.2,-44.196,11/6/2024 17:10
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,81.98,2,0,40.1702,5/22/2025 10:22
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,14.624,2,0.2,5.1184,5/11/2024 2:46
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,697.16,5,0.2,8.7145,7/23/2025 14:55
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,30.93,1,0,12.6813,1/20/2025 6:37
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,27.496,7,0.2,9.2799,5/10/2023 16:11
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0,145.2816,5/29/2025 11:10
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,210.008,1,0.2,2.6251,9/9/2023 7:51
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3,0,15.9384,12/1/2024 10:09
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0,50.9082,1/30/2023 21:42
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Bookcases,362.94,3,0,36.294,6/24/2025 8:38
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Technology,Accessories,59.98,2,0,26.3912,10/8/2024 0:17
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,332.94,3,0,6.6588,1/25/2025 6:50
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,39.872,2,0.2,12.9584,2/16/2023 10:50
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,13.68,2,0,3.6936,6/28/2025 8:31
Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406,9/1/2023 0:05
First Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1,0,4.8024,9/16/2024 7:46
Second Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,136.464,2,0.2,15.3522,7/29/2025 2:11
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,333.576,3,0.2,33.3576,6/15/2023 15:08
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,12.544,2,0.2,4.704,1/25/2024 8:38
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584,7/27/2025 7:13
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,43.5,3,0,10.875,1/21/2025 15:20
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,7/24/2025 12:30
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0,19.996,3/3/2024 13:46
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,49.12,4,0,23.0864,8/11/2024 20:23
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3,0,53.0439,3/15/2024 9:43
Second Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Binders,107.648,2,0.2,33.64,10/24/2024 4:46
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098,3/30/2023 11:54
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2,0.2,-5.4548,1/5/2025 12:34
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2,0,4.752,4/17/2025 7:48
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Paper,38.88,6,0,18.6624,1/6/2025 2:23
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5,0,16.544,10/7/2024 17:47
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.528,3,0.2,15.9348,11/5/2023 4:05
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,196.776,3,0.2,14.7582,2/6/2025 18:07
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818,12/8/2023 13:54
First Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Tables,200.795,1,0.3,-22.948,7/20/2024 5:00
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,46.688,4,0.2,-2.918,10/10/2025 14:56
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,21.864,3,0.2,3.5529,9/27/2025 12:28
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,11.76,2,0,5.7624,3/15/2024 13:53
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,167.94,3,0,82.2906,2/6/2023 13:42
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,3.89,1,0,1.0114,6/12/2025 18:57
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0,24.1224,5/30/2023 7:04
Same Day,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,32.36,4,0,11.6496,2/26/2024 2:21
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,406.6,5,0,113.848,5/3/2025 4:43
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,27.92,4,0,8.0968,4/8/2025 3:31
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Tables,399.672,7,0.2,-14.9877,10/19/2023 0:57
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208,8/30/2025 21:24
Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,0,178.8,4/14/2023 23:59
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,159.8,4,0,70.312,10/22/2024 1:14
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,44.75,5,0,8.5025,5/8/2024 5:32
Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,0.3,-9.7176,10/25/2025 3:35
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,0,48.5392,7/9/2024 16:28
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,13.48,1,0,1.8872,8/20/2025 23:34
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,0,22.2352,3/5/2025 20:44
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,0,2.9568,5/12/2025 7:20
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0,17.3148,8/23/2025 21:45
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,15.84,3,0,0,6/1/2024 7:06
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Labels,44.4,3,0,22.2,5/31/2025 4:24
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.24,9,0.2,7.434,1/22/2023 20:23
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,0.7,-7.3232,2/12/2025 5:29
First Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Bookcases,89.991,3,0.7,-152.9847,9/3/2023 2:52
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,163.96,4,0,80.3404,10/31/2025 7:21
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,0.2,6.2664,4/2/2023 1:06
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,966.7,5,0.3,-13.81,9/1/2024 11:03
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,0.2,61.4628,12/14/2024 20:19
First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,4.464,1,0.2,0.3348,9/19/2025 16:25
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.4764,4/19/2023 1:33
Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0,23.184,3/1/2025 7:51
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,0.2,32.4684,10/3/2025 13:31
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,14.89,1,0,4.0203,3/19/2023 12:16
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.92,8,0,135.98,10/9/2024 3:51
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Envelopes,4.08,2,0,1.9176,12/29/2024 20:44
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Labels,18.9,3,0,8.694,10/14/2024 14:31
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Tables,2275.5,10,0,386.835,7/20/2024 8:19
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,1979.7,6,0,653.301,8/8/2025 18:14
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,62.1,6,0,29.808,2/22/2025 23:27
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656,9/14/2024 15:22
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,6/19/2025 16:25
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0,28.959,7/2/2023 2:39
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0,80.0199,1/18/2024 0:07
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.98,2,0,1.999,4/16/2025 15:31
First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.3998,9/5/2024 22:57
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,0.2,3.912,10/20/2023 20:41
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782,3/1/2025 9:36
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,0.2,3.3408,5/3/2023 11:10
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Supplies,28.048,2,0.2,3.506,7/24/2023 20:20
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,64.96,2,0,21.4368,2/18/2024 12:57
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,0,14.9744,12/29/2024 15:23
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,187.056,9,0.2,11.691,12/6/2024 18:23
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,0.2,1.3284,2/27/2024 7:21
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,9.656,1,0.2,1.5691,4/17/2024 6:00
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,20.736,4,0.2,7.2576,8/9/2023 3:20
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,0.7,-21.888,5/23/2024 0:15
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.7836,11/21/2023 2:32
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,4/23/2025 21:41
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,19.76,2,0.2,5.928,12/15/2024 7:40
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0,7.98,3/19/2024 15:15
Standard Class,Consumer,United States,Lakewood,California,90712,West,Office Supplies,Art,16.9,5,0,6.253,6/9/2025 12:51
Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,25.08,6,0,9.0288,4/17/2023 2:00
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.68,2,0,2.004,11/15/2025 18:58
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0,9.3312,1/7/2023 4:10
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.92,2,0.2,2.394,11/25/2024 9:27
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.7488,2/19/2024 4:34
